,fullname,orderid,shipcountry,companyname,companyname,unitprice,quantity,orderdate,shippeddate,requireddate
413,Laura Callahan,10402,Austria,United Package,Ernst Handel,35.1000,65,1997-01-02,1997-01-10,1997-02-13
414,Andrew Fuller,10404,Italy,Speedy Express,Magazzini Alimentari Riuniti,24.9000,30,1997-01-03,1997-01-08,1997-01-31
415,Andrew Fuller,10404,Italy,Speedy Express,Magazzini Alimentari Riuniti,11.2000,40,1997-01-03,1997-01-08,1997-01-31
416,Andrew Fuller,10404,Italy,Speedy Express,Magazzini Alimentari Riuniti,16.0000,30,1997-01-03,1997-01-08,1997-01-31
417,Margaret Peacock,10403,Austria,Federal Shipping,Ernst Handel,13.9000,21,1997-01-03,1997-01-09,1997-01-31
418,Margaret Peacock,10403,Austria,Federal Shipping,Ernst Handel,10.2000,70,1997-01-03,1997-01-09,1997-01-31
419,Nancy Davolio,10405,Venezuela,Speedy Express,LINO-Delicateses,8.0000,50,1997-01-06,1997-01-22,1997-02-03
420,Andrew Fuller,10407,Germany,United Package,Ottilies Kseladen,16.8000,30,1997-01-07,1997-01-30,1997-02-04
421,Andrew Fuller,10407,Germany,United Package,Ottilies Kseladen,28.8000,15,1997-01-07,1997-01-30,1997-02-04
422,Andrew Fuller,10407,Germany,United Package,Ottilies Kseladen,17.2000,15,1997-01-07,1997-01-30,1997-02-04
423,Robert King,10406,Brazil,Speedy Express,Queen Cozinha,14.4000,10,1997-01-07,1997-01-13,1997-02-18
424,Robert King,10406,Brazil,Speedy Express,Queen Cozinha,8.0000,30,1997-01-07,1997-01-13,1997-02-18
425,Robert King,10406,Brazil,Speedy Express,Queen Cozinha,36.4000,42,1997-01-07,1997-01-13,1997-02-18
426,Robert King,10406,Brazil,Speedy Express,Queen Cozinha,15.2000,5,1997-01-07,1997-01-13,1997-02-18
427,Robert King,10406,Brazil,Speedy Express,Queen Cozinha,14.7000,2,1997-01-07,1997-01-13,1997-02-18
428,Laura Callahan,10408,France,Speedy Express,Folies gourmandes,20.8000,10,1997-01-08,1997-01-14,1997-02-05
429,Laura Callahan,10408,France,Speedy Express,Folies gourmandes,5.9000,6,1997-01-08,1997-01-14,1997-02-05
430,Laura Callahan,10408,France,Speedy Express,Folies gourmandes,39.4000,35,1997-01-08,1997-01-14,1997-02-05
431,Janet Leverling,10409,Argentina,Speedy Express,Ocano Atlntico Ltda.,18.6000,12,1997-01-09,1997-01-14,1997-02-06
432,Janet Leverling,10409,Argentina,Speedy Express,Ocano Atlntico Ltda.,8.0000,12,1997-01-09,1997-01-14,1997-02-06
433,Janet Leverling,10410,Canada,Federal Shipping,Bottom-Dollar Markets,2.0000,49,1997-01-10,1997-01-15,1997-02-07
434,Janet Leverling,10410,Canada,Federal Shipping,Bottom-Dollar Markets,44.0000,16,1997-01-10,1997-01-15,1997-02-07
435,Anne Dodsworth,10411,Canada,Federal Shipping,Bottom-Dollar Markets,7.7000,25,1997-01-10,1997-01-21,1997-02-07
436,Anne Dodsworth,10411,Canada,Federal Shipping,Bottom-Dollar Markets,15.5000,40,1997-01-10,1997-01-21,1997-02-07
437,Anne Dodsworth,10411,Canada,Federal Shipping,Bottom-Dollar Markets,44.0000,9,1997-01-10,1997-01-21,1997-02-07
438,Laura Callahan,10412,Finland,United Package,Wartian Herkku,18.6000,20,1997-01-13,1997-01-15,1997-02-10
439,Andrew Fuller,10414,Brazil,Federal Shipping,Familia Arquibaldo,7.3000,18,1997-01-14,1997-01-17,1997-02-11
440,Andrew Fuller,10414,Brazil,Federal Shipping,Familia Arquibaldo,2.0000,50,1997-01-14,1997-01-17,1997-02-11
441,Janet Leverling,10413,France,United Package,La maison d'Asie,14.4000,24,1997-01-14,1997-01-16,1997-02-11
442,Janet Leverling,10413,France,United Package,La maison d'Asie,39.4000,40,1997-01-14,1997-01-16,1997-02-11
443,Janet Leverling,10413,France,United Package,La maison d'Asie,14.4000,14,1997-01-14,1997-01-16,1997-02-11
444,Janet Leverling,10415,USA,Speedy Express,Hungry Coyote Import Store,31.2000,2,1997-01-15,1997-01-24,1997-02-12
445,Janet Leverling,10415,USA,Speedy Express,Hungry Coyote Import Store,2.0000,20,1997-01-15,1997-01-24,1997-02-12
446,Margaret Peacock,10417,Denmark,Federal Shipping,Simons bistro,210.8000,50,1997-01-16,1997-01-28,1997-02-13
447,Margaret Peacock,10417,Denmark,Federal Shipping,Simons bistro,9.6000,2,1997-01-16,1997-01-28,1997-02-13
448,Margaret Peacock,10417,Denmark,Federal Shipping,Simons bistro,10.0000,36,1997-01-16,1997-01-28,1997-02-13
449,Margaret Peacock,10417,Denmark,Federal Shipping,Simons bistro,10.4000,35,1997-01-16,1997-01-28,1997-02-13
450,Laura Callahan,10416,Finland,Federal Shipping,Wartian Herkku,7.3000,20,1997-01-16,1997-01-27,1997-02-13
451,Laura Callahan,10416,Finland,Federal Shipping,Wartian Herkku,26.2000,10,1997-01-16,1997-01-27,1997-02-13
452,Laura Callahan,10416,Finland,Federal Shipping,Wartian Herkku,15.6000,20,1997-01-16,1997-01-27,1997-02-13
453,Margaret Peacock,10418,Germany,Speedy Express,QUICK-Stop,15.2000,60,1997-01-17,1997-01-24,1997-02-14
454,Margaret Peacock,10418,Germany,Speedy Express,QUICK-Stop,7.6000,55,1997-01-17,1997-01-24,1997-02-14
455,Margaret Peacock,10418,Germany,Speedy Express,QUICK-Stop,22.8000,16,1997-01-17,1997-01-24,1997-02-14
456,Margaret Peacock,10418,Germany,Speedy Express,QUICK-Stop,8.0000,15,1997-01-17,1997-01-24,1997-02-14
457,Margaret Peacock,10419,Switzerland,United Package,Richter Supermarkt,27.2000,60,1997-01-20,1997-01-30,1997-02-17
458,Margaret Peacock,10419,Switzerland,United Package,Richter Supermarkt,28.8000,20,1997-01-20,1997-01-30,1997-02-17
459,Janet Leverling,10420,Brazil,Speedy Express,Wellington Importadora,77.6000,20,1997-01-21,1997-01-27,1997-02-18
460,Janet Leverling,10420,Brazil,Speedy Express,Wellington Importadora,4.8000,2,1997-01-21,1997-01-27,1997-02-18
461,Janet Leverling,10420,Brazil,Speedy Express,Wellington Importadora,12.0000,8,1997-01-21,1997-01-27,1997-02-18
462,Janet Leverling,10420,Brazil,Speedy Express,Wellington Importadora,12.0000,20,1997-01-21,1997-01-27,1997-02-18
463,Laura Callahan,10421,Brazil,Speedy Express,Que Delcia,7.3000,4,1997-01-21,1997-01-27,1997-03-04
464,Laura Callahan,10421,Brazil,Speedy Express,Que Delcia,24.9000,30,1997-01-21,1997-01-27,1997-03-04
465,Laura Callahan,10421,Brazil,Speedy Express,Que Delcia,26.2000,15,1997-01-21,1997-01-27,1997-03-04
466,Laura Callahan,10421,Brazil,Speedy Express,Que Delcia,10.4000,10,1997-01-21,1997-01-27,1997-03-04
467,Andrew Fuller,10422,Italy,Speedy Express,Franchi S.p.A.,24.9000,2,1997-01-22,1997-01-31,1997-02-19
468,Michael Suyama,10423,Brazil,Federal Shipping,Gourmet Lanchonetes,10.0000,14,1997-01-23,1997-02-24,1997-02-06
469,Michael Suyama,10423,Brazil,Federal Shipping,Gourmet Lanchonetes,44.0000,20,1997-01-23,1997-02-24,1997-02-06
470,Robert King,10424,Canada,United Package,Mre Paillarde,14.4000,60,1997-01-23,1997-01-27,1997-02-20
471,Robert King,10424,Canada,United Package,Mre Paillarde,210.8000,49,1997-01-23,1997-01-27,1997-02-20
472,Robert King,10424,Canada,United Package,Mre Paillarde,10.0000,30,1997-01-23,1997-01-27,1997-02-20
473,Michael Suyama,10425,France,United Package,La maison d'Asie,19.2000,10,1997-01-24,1997-02-14,1997-02-21
474,Michael Suyama,10425,France,United Package,La maison d'Asie,14.4000,20,1997-01-24,1997-02-14,1997-02-21
475,Margaret Peacock,10427,Austria,United Package,Piccolo und mehr,18.6000,35,1997-01-27,1997-03-03,1997-02-24
476,Margaret Peacock,10426,Spain,Speedy Express,Galera del gastrnomo,30.4000,5,1997-01-27,1997-02-06,1997-02-24
477,Margaret Peacock,10426,Spain,Speedy Express,Galera del gastrnomo,26.6000,7,1997-01-27,1997-02-06,1997-02-24
478,Robert King,10428,Italy,Speedy Express,Reggiani Caseifici,9.6000,20,1997-01-28,1997-02-04,1997-02-25
479,Janet Leverling,10429,Ireland,United Package,Hungry Owl All-Night Grocers,13.0000,40,1997-01-29,1997-02-07,1997-03-12
480,Janet Leverling,10429,Ireland,United Package,Hungry Owl All-Night Grocers,35.1000,35,1997-01-29,1997-02-07,1997-03-12
481,Margaret Peacock,10431,Canada,United Package,Bottom-Dollar Markets,31.2000,50,1997-01-30,1997-02-07,1997-02-13
482,Margaret Peacock,10431,Canada,United Package,Bottom-Dollar Markets,14.7000,50,1997-01-30,1997-02-07,1997-02-13
483,Margaret Peacock,10431,Canada,United Package,Bottom-Dollar Markets,7.6000,30,1997-01-30,1997-02-07,1997-02-13
484,Margaret Peacock,10430,Austria,Speedy Express,Ernst Handel,31.2000,45,1997-01-30,1997-02-03,1997-02-13
485,Margaret Peacock,10430,Austria,Speedy Express,Ernst Handel,8.0000,50,1997-01-30,1997-02-03,1997-02-13
486,Margaret Peacock,10430,Austria,Speedy Express,Ernst Handel,30.4000,30,1997-01-30,1997-02-03,1997-02-13
487,Margaret Peacock,10430,Austria,Speedy Express,Ernst Handel,44.0000,70,1997-01-30,1997-02-03,1997-02-13
488,Janet Leverling,10432,USA,United Package,Split Rail Beer & Ale,24.9000,10,1997-01-31,1997-02-07,1997-02-14
489,Janet Leverling,10432,USA,United Package,Split Rail Beer & Ale,5.9000,40,1997-01-31,1997-02-07,1997-02-14
490,Janet Leverling,10433,Portugal,Federal Shipping,Princesa Isabel Vinhos,30.4000,28,1997-02-03,1997-03-04,1997-03-03
491,Janet Leverling,10434,Sweden,United Package,Folk och f HB,16.8000,6,1997-02-03,1997-02-13,1997-03-03
492,Janet Leverling,10434,Sweden,United Package,Folk och f HB,14.4000,18,1997-02-03,1997-02-13,1997-03-03
493,Laura Callahan,10435,UK,United Package,Consolidated Holdings,15.2000,10,1997-02-04,1997-02-07,1997-03-18
494,Laura Callahan,10435,UK,United Package,Consolidated Holdings,16.8000,12,1997-02-04,1997-02-07,1997-03-18
495,Laura Callahan,10435,UK,United Package,Consolidated Holdings,27.8000,10,1997-02-04,1997-02-07,1997-03-18
496,Janet Leverling,10436,France,United Package,Blondesddsl pre et fils,9.6000,5,1997-02-05,1997-02-11,1997-03-05
497,Janet Leverling,10436,France,United Package,Blondesddsl pre et fils,30.4000,40,1997-02-05,1997-02-11,1997-03-05
498,Janet Leverling,10436,France,United Package,Blondesddsl pre et fils,26.6000,30,1997-02-05,1997-02-11,1997-03-05
499,Janet Leverling,10436,France,United Package,Blondesddsl pre et fils,6.2000,24,1997-02-05,1997-02-11,1997-03-05
500,Laura Callahan,10437,Finland,Speedy Express,Wartian Herkku,26.2000,15,1997-02-05,1997-02-12,1997-03-05
501,Janet Leverling,10438,Germany,United Package,Toms Spezialitten,7.3000,15,1997-02-06,1997-02-14,1997-03-06
502,Janet Leverling,10438,Germany,United Package,Toms Spezialitten,11.2000,20,1997-02-06,1997-02-14,1997-03-06
503,Janet Leverling,10438,Germany,United Package,Toms Spezialitten,15.6000,15,1997-02-06,1997-02-14,1997-03-06
504,Michael Suyama,10439,Canada,Federal Shipping,Mre Paillarde,30.4000,15,1997-02-07,1997-02-10,1997-03-07
505,Michael Suyama,10439,Canada,Federal Shipping,Mre Paillarde,13.9000,16,1997-02-07,1997-02-10,1997-03-07
506,Michael Suyama,10439,Canada,Federal Shipping,Mre Paillarde,26.6000,6,1997-02-07,1997-02-10,1997-03-07
507,Michael Suyama,10439,Canada,Federal Shipping,Mre Paillarde,8.0000,30,1997-02-07,1997-02-10,1997-03-07
508,Janet Leverling,10441,USA,United Package,Old World Delicatessen,35.1000,50,1997-02-10,1997-03-14,1997-03-24
509,Margaret Peacock,10440,USA,United Package,Save-a-lot Markets,15.2000,45,1997-02-10,1997-02-28,1997-03-10
510,Margaret Peacock,10440,USA,United Package,Save-a-lot Markets,13.9000,49,1997-02-10,1997-02-28,1997-03-10
511,Margaret Peacock,10440,USA,United Package,Save-a-lot Markets,99.0000,24,1997-02-10,1997-02-28,1997-03-10
512,Margaret Peacock,10440,USA,United Package,Save-a-lot Markets,22.8000,90,1997-02-10,1997-02-28,1997-03-10
513,Janet Leverling,10442,Austria,United Package,Ernst Handel,16.8000,30,1997-02-11,1997-02-18,1997-03-11
514,Janet Leverling,10442,Austria,United Package,Ernst Handel,5.9000,80,1997-02-11,1997-02-18,1997-03-11
515,Janet Leverling,10442,Austria,United Package,Ernst Handel,13.6000,60,1997-02-11,1997-02-18,1997-03-11
516,Janet Leverling,10444,Sweden,Federal Shipping,Berglunds snabbkp,31.2000,10,1997-02-12,1997-02-21,1997-03-12
517,Janet Leverling,10444,Sweden,Federal Shipping,Berglunds snabbkp,24.9000,15,1997-02-12,1997-02-21,1997-03-12
518,Janet Leverling,10444,Sweden,Federal Shipping,Berglunds snabbkp,14.4000,8,1997-02-12,1997-02-21,1997-03-12
519,Janet Leverling,10444,Sweden,Federal Shipping,Berglunds snabbkp,7.7000,30,1997-02-12,1997-02-21,1997-03-12
520,Laura Callahan,10443,Italy,Speedy Express,Reggiani Caseifici,16.8000,6,1997-02-12,1997-02-14,1997-03-12
521,Laura Callahan,10443,Italy,Speedy Express,Reggiani Caseifici,36.4000,12,1997-02-12,1997-02-14,1997-03-12
522,Janet Leverling,10445,Sweden,Speedy Express,Berglunds snabbkp,14.4000,6,1997-02-13,1997-02-20,1997-03-13
523,Janet Leverling,10445,Sweden,Speedy Express,Berglunds snabbkp,5.9000,15,1997-02-13,1997-02-20,1997-03-13
524,Margaret Peacock,10447,Brazil,United Package,Ricardo Adocicados,7.3000,40,1997-02-14,1997-03-07,1997-03-14
525,Margaret Peacock,10447,Brazil,United Package,Ricardo Adocicados,16.8000,35,1997-02-14,1997-03-07,1997-03-14
526,Margaret Peacock,10447,Brazil,United Package,Ricardo Adocicados,17.2000,2,1997-02-14,1997-03-07,1997-03-14
527,Michael Suyama,10446,Germany,Speedy Express,Toms Spezialitten,7.3000,12,1997-02-14,1997-02-19,1997-03-14
528,Michael Suyama,10446,Germany,Speedy Express,Toms Spezialitten,3.6000,20,1997-02-14,1997-02-19,1997-03-14
529,Michael Suyama,10446,Germany,Speedy Express,Toms Spezialitten,10.0000,3,1997-02-14,1997-02-19,1997-03-14
530,Michael Suyama,10446,Germany,Speedy Express,Toms Spezialitten,5.6000,15,1997-02-14,1997-02-19,1997-03-14
531,Margaret Peacock,10448,Argentina,United Package,Rancho grande,24.9000,6,1997-02-17,1997-02-24,1997-03-17
532,Margaret Peacock,10448,Argentina,United Package,Rancho grande,14.7000,20,1997-02-17,1997-02-24,1997-03-17
533,Janet Leverling,10449,France,United Package,Blondesddsl pre et fils,24.8000,14,1997-02-18,1997-02-27,1997-03-18
534,Janet Leverling,10449,France,United Package,Blondesddsl pre et fils,5.6000,20,1997-02-18,1997-02-27,1997-03-18
535,Janet Leverling,10449,France,United Package,Blondesddsl pre et fils,39.4000,35,1997-02-18,1997-02-27,1997-03-18
536,Margaret Peacock,10451,Germany,Federal Shipping,QUICK-Stop,19.2000,120,1997-02-19,1997-03-12,1997-03-05
537,Margaret Peacock,10451,Germany,Federal Shipping,QUICK-Stop,26.6000,35,1997-02-19,1997-03-12,1997-03-05
538,Margaret Peacock,10451,Germany,Federal Shipping,QUICK-Stop,16.8000,28,1997-02-19,1997-03-12,1997-03-05
539,Margaret Peacock,10451,Germany,Federal Shipping,QUICK-Stop,10.4000,55,1997-02-19,1997-03-12,1997-03-05
540,Laura Callahan,10450,France,United Package,Victuailles en stock,24.8000,20,1997-02-19,1997-03-11,1997-03-19
541,Laura Callahan,10450,France,United Package,Victuailles en stock,5.9000,6,1997-02-19,1997-03-11,1997-03-19
542,Laura Callahan,10452,USA,Speedy Express,Save-a-lot Markets,36.4000,15,1997-02-20,1997-02-26,1997-03-20
543,Laura Callahan,10452,USA,Speedy Express,Save-a-lot Markets,15.5000,100,1997-02-20,1997-02-26,1997-03-20
544,Nancy Davolio,10453,UK,United Package,Around the Horn,10.2000,15,1997-02-21,1997-02-26,1997-03-21
545,Nancy Davolio,10453,UK,United Package,Around the Horn,12.0000,25,1997-02-21,1997-02-26,1997-03-21
546,Margaret Peacock,10454,France,Federal Shipping,La maison d'Asie,13.9000,20,1997-02-21,1997-02-25,1997-03-21
547,Margaret Peacock,10454,France,Federal Shipping,La maison d'Asie,2.0000,20,1997-02-21,1997-02-25,1997-03-21
548,Margaret Peacock,10454,France,Federal Shipping,La maison d'Asie,9.6000,10,1997-02-21,1997-02-25,1997-03-21
549,Laura Callahan,10455,Finland,United Package,Wartian Herkku,14.4000,20,1997-02-24,1997-03-03,1997-04-07
550,Laura Callahan,10455,Finland,United Package,Wartian Herkku,26.2000,50,1997-02-24,1997-03-03,1997-04-07
551,Laura Callahan,10455,Finland,United Package,Wartian Herkku,22.8000,25,1997-02-24,1997-03-03,1997-04-07
552,Laura Callahan,10455,Finland,United Package,Wartian Herkku,17.2000,30,1997-02-24,1997-03-03,1997-04-07
553,Andrew Fuller,10457,Germany,Speedy Express,Kniglich Essen,44.0000,36,1997-02-25,1997-03-03,1997-03-25
554,Laura Callahan,10456,Germany,United Package,Kniglich Essen,8.0000,40,1997-02-25,1997-02-28,1997-04-08
555,Laura Callahan,10456,Germany,United Package,Kniglich Essen,16.0000,21,1997-02-25,1997-02-28,1997-04-08
556,Robert King,10458,Belgium,Federal Shipping,Suprmes dlices,24.9000,30,1997-02-26,1997-03-04,1997-03-26
557,Robert King,10458,Belgium,Federal Shipping,Suprmes dlices,36.4000,30,1997-02-26,1997-03-04,1997-03-26
558,Robert King,10458,Belgium,Federal Shipping,Suprmes dlices,36.8000,20,1997-02-26,1997-03-04,1997-03-26
559,Robert King,10458,Belgium,Federal Shipping,Suprmes dlices,30.4000,15,1997-02-26,1997-03-04,1997-03-26
560,Robert King,10458,Belgium,Federal Shipping,Suprmes dlices,17.2000,50,1997-02-26,1997-03-04,1997-03-26
561,Margaret Peacock,10459,France,United Package,Victuailles en stock,24.0000,16,1997-02-27,1997-02-28,1997-03-27
562,Margaret Peacock,10459,France,United Package,Victuailles en stock,9.6000,20,1997-02-27,1997-02-28,1997-03-27
563,Margaret Peacock,10459,France,United Package,Victuailles en stock,27.8000,40,1997-02-27,1997-02-28,1997-03-27
564,Nancy Davolio,10461,Venezuela,Federal Shipping,LILA-Supermercado,8.0000,40,1997-02-28,1997-03-05,1997-03-28
565,Nancy Davolio,10461,Venezuela,Federal Shipping,LILA-Supermercado,20.7000,28,1997-02-28,1997-03-05,1997-03-28
566,Nancy Davolio,10461,Venezuela,Federal Shipping,LILA-Supermercado,19.2000,60,1997-02-28,1997-03-05,1997-03-28
567,Laura Callahan,10460,Sweden,Speedy Express,Folk och f HB,10.0000,21,1997-02-28,1997-03-03,1997-03-28
568,Laura Callahan,10460,Sweden,Speedy Express,Folk och f HB,6.2000,4,1997-02-28,1997-03-03,1997-03-28
569,Andrew Fuller,10462,UK,Speedy Express,Consolidated Holdings,4.8000,1,1997-03-03,1997-03-18,1997-03-31
570,Andrew Fuller,10462,UK,Speedy Express,Consolidated Holdings,7.2000,21,1997-03-03,1997-03-18,1997-03-31
571,Margaret Peacock,10464,Portugal,United Package,Furia Bacalhau e Frutos do Mar,17.6000,16,1997-03-04,1997-03-14,1997-04-01
572,Margaret Peacock,10464,Portugal,United Package,Furia Bacalhau e Frutos do Mar,36.8000,3,1997-03-04,1997-03-14,1997-04-01
573,Margaret Peacock,10464,Portugal,United Package,Furia Bacalhau e Frutos do Mar,30.4000,30,1997-03-04,1997-03-14,1997-04-01
574,Margaret Peacock,10464,Portugal,United Package,Furia Bacalhau e Frutos do Mar,27.2000,20,1997-03-04,1997-03-14,1997-04-01
575,Steven Buchanan,10463,Belgium,Federal Shipping,Suprmes dlices,7.3000,21,1997-03-04,1997-03-06,1997-04-01
576,Steven Buchanan,10463,Belgium,Federal Shipping,Suprmes dlices,11.2000,50,1997-03-04,1997-03-06,1997-04-01
577,Nancy Davolio,10465,Denmark,Federal Shipping,Vaffeljernet,3.6000,25,1997-03-05,1997-03-14,1997-04-02
578,Nancy Davolio,10465,Denmark,Federal Shipping,Vaffeljernet,99.0000,18,1997-03-05,1997-03-14,1997-04-02
579,Nancy Davolio,10465,Denmark,Federal Shipping,Vaffeljernet,14.7000,20,1997-03-05,1997-03-14,1997-04-02
580,Nancy Davolio,10465,Denmark,Federal Shipping,Vaffeljernet,7.6000,30,1997-03-05,1997-03-14,1997-04-02
581,Nancy Davolio,10465,Denmark,Federal Shipping,Vaffeljernet,13.0000,25,1997-03-05,1997-03-14,1997-04-02
582,Margaret Peacock,10466,Brazil,Speedy Express,Comrcio Mineiro,16.8000,10,1997-03-06,1997-03-13,1997-04-03
583,Margaret Peacock,10466,Brazil,Speedy Express,Comrcio Mineiro,9.6000,5,1997-03-06,1997-03-13,1997-04-03
584,Laura Callahan,10467,Italy,United Package,Magazzini Alimentari Riuniti,3.6000,28,1997-03-06,1997-03-11,1997-04-03
585,Laura Callahan,10467,Italy,United Package,Magazzini Alimentari Riuniti,11.2000,12,1997-03-06,1997-03-11,1997-04-03
586,Janet Leverling,10468,Germany,Federal Shipping,Kniglich Essen,20.7000,8,1997-03-07,1997-03-12,1997-04-04
587,Janet Leverling,10468,Germany,Federal Shipping,Kniglich Essen,36.8000,15,1997-03-07,1997-03-12,1997-04-04
588,Nancy Davolio,10469,USA,Speedy Express,White Clover Markets,15.2000,40,1997-03-10,1997-03-14,1997-04-07
589,Nancy Davolio,10469,USA,Speedy Express,White Clover Markets,13.9000,35,1997-03-10,1997-03-14,1997-04-07
590,Nancy Davolio,10469,USA,Speedy Express,White Clover Markets,15.5000,2,1997-03-10,1997-03-14,1997-04-07
591,Andrew Fuller,10471,UK,Federal Shipping,B's Beverages,24.0000,30,1997-03-11,1997-03-18,1997-04-08
592,Andrew Fuller,10471,UK,Federal Shipping,B's Beverages,30.4000,20,1997-03-11,1997-03-18,1997-04-08
593,Margaret Peacock,10470,France,United Package,Bon app',50.0000,30,1997-03-11,1997-03-14,1997-04-08
594,Margaret Peacock,10470,France,United Package,Bon app',7.2000,15,1997-03-11,1997-03-14,1997-04-08
595,Margaret Peacock,10470,France,United Package,Bon app',26.6000,8,1997-03-11,1997-03-14,1997-04-08
596,Laura Callahan,10472,UK,Speedy Express,Seven Seas Imports,3.6000,80,1997-03-12,1997-03-19,1997-04-09
597,Laura Callahan,10472,UK,Speedy Express,Seven Seas Imports,42.4000,18,1997-03-12,1997-03-19,1997-04-09
598,Nancy Davolio,10473,UK,Federal Shipping,Island Trading,2.0000,12,1997-03-13,1997-03-21,1997-03-27
599,Nancy Davolio,10473,UK,Federal Shipping,Island Trading,17.2000,12,1997-03-13,1997-03-21,1997-03-27
600,Steven Buchanan,10474,Mexico,United Package,Pericles Comidas clsicas,18.6000,12,1997-03-13,1997-03-21,1997-04-10
601,Steven Buchanan,10474,Mexico,United Package,Pericles Comidas clsicas,36.4000,18,1997-03-13,1997-03-21,1997-04-10
602,Steven Buchanan,10474,Mexico,United Package,Pericles Comidas clsicas,14.7000,21,1997-03-13,1997-03-21,1997-04-10
603,Steven Buchanan,10474,Mexico,United Package,Pericles Comidas clsicas,6.2000,10,1997-03-13,1997-03-21,1997-04-10
604,Anne Dodsworth,10475,Belgium,Speedy Express,Suprmes dlices,10.0000,35,1997-03-14,1997-04-04,1997-04-11
605,Anne Dodsworth,10475,Belgium,Speedy Express,Suprmes dlices,13.6000,60,1997-03-14,1997-04-04,1997-04-11
606,Anne Dodsworth,10475,Belgium,Speedy Express,Suprmes dlices,14.4000,42,1997-03-14,1997-04-04,1997-04-11
607,Steven Buchanan,10477,Portugal,United Package,Princesa Isabel Vinhos,14.4000,15,1997-03-17,1997-03-25,1997-04-14
608,Steven Buchanan,10477,Portugal,United Package,Princesa Isabel Vinhos,8.0000,21,1997-03-17,1997-03-25,1997-04-14
609,Steven Buchanan,10477,Portugal,United Package,Princesa Isabel Vinhos,14.4000,20,1997-03-17,1997-03-25,1997-04-14
610,Laura Callahan,10476,Venezuela,Federal Shipping,HILARION-Abastos,19.2000,2,1997-03-17,1997-03-24,1997-04-14
611,Laura Callahan,10476,Venezuela,Federal Shipping,HILARION-Abastos,12.0000,12,1997-03-17,1997-03-24,1997-04-14
612,Andrew Fuller,10478,France,Federal Shipping,Victuailles en stock,24.8000,20,1997-03-18,1997-03-26,1997-04-01
613,Janet Leverling,10479,USA,Federal Shipping,Rattlesnake Canyon Grocery,210.8000,30,1997-03-19,1997-03-21,1997-04-16
614,Janet Leverling,10479,USA,Federal Shipping,Rattlesnake Canyon Grocery,26.2000,28,1997-03-19,1997-03-21,1997-04-16
615,Janet Leverling,10479,USA,Federal Shipping,Rattlesnake Canyon Grocery,44.0000,60,1997-03-19,1997-03-21,1997-04-16
616,Janet Leverling,10479,USA,Federal Shipping,Rattlesnake Canyon Grocery,26.6000,30,1997-03-19,1997-03-21,1997-04-16
617,Michael Suyama,10480,France,United Package,Folies gourmandes,7.6000,30,1997-03-20,1997-03-24,1997-04-17
618,Michael Suyama,10480,France,United Package,Folies gourmandes,44.0000,12,1997-03-20,1997-03-24,1997-04-17
619,Laura Callahan,10481,Brazil,United Package,Ricardo Adocicados,16.0000,24,1997-03-20,1997-03-25,1997-04-17
620,Laura Callahan,10481,Brazil,United Package,Ricardo Adocicados,27.2000,40,1997-03-20,1997-03-25,1997-04-17
621,Nancy Davolio,10482,USA,Federal Shipping,Lazy K Kountry Store,14.7000,10,1997-03-21,1997-04-10,1997-04-18
622,Janet Leverling,10484,UK,Federal Shipping,B's Beverages,8.0000,14,1997-03-24,1997-04-01,1997-04-21
623,Janet Leverling,10484,UK,Federal Shipping,B's Beverages,14.7000,10,1997-03-24,1997-04-01,1997-04-21
624,Janet Leverling,10484,UK,Federal Shipping,B's Beverages,42.4000,3,1997-03-24,1997-04-01,1997-04-21
625,Robert King,10483,USA,United Package,White Clover Markets,11.2000,35,1997-03-24,1997-04-25,1997-04-21
626,Robert King,10483,USA,United Package,White Clover Markets,10.4000,30,1997-03-24,1997-04-25,1997-04-21
627,Margaret Peacock,10485,Venezuela,United Package,LINO-Delicateses,15.2000,20,1997-03-25,1997-03-31,1997-04-08
628,Margaret Peacock,10485,Venezuela,United Package,LINO-Delicateses,8.0000,20,1997-03-25,1997-03-31,1997-04-08
629,Margaret Peacock,10485,Venezuela,United Package,LINO-Delicateses,19.2000,30,1997-03-25,1997-03-31,1997-04-08
630,Margaret Peacock,10485,Venezuela,United Package,LINO-Delicateses,12.0000,60,1997-03-25,1997-03-31,1997-04-08
631,Nancy Davolio,10486,Venezuela,United Package,HILARION-Abastos,16.8000,5,1997-03-26,1997-04-02,1997-04-23
632,Nancy Davolio,10486,Venezuela,United Package,HILARION-Abastos,42.4000,25,1997-03-26,1997-04-02,1997-04-23
633,Nancy Davolio,10486,Venezuela,United Package,HILARION-Abastos,8.0000,16,1997-03-26,1997-04-02,1997-04-23
634,Andrew Fuller,10487,Brazil,United Package,Queen Cozinha,7.3000,5,1997-03-26,1997-03-28,1997-04-23
635,Andrew Fuller,10487,Brazil,United Package,Queen Cozinha,24.9000,30,1997-03-26,1997-03-28,1997-04-23
636,Andrew Fuller,10487,Brazil,United Package,Queen Cozinha,5.9000,24,1997-03-26,1997-03-28,1997-04-23
637,Laura Callahan,10488,Germany,United Package,Frankenversand,44.0000,30,1997-03-27,1997-04-02,1997-04-24
638,Laura Callahan,10488,Germany,United Package,Frankenversand,12.0000,20,1997-03-27,1997-04-02,1997-04-24
